order_id,customer_id,restaurant_id,order_timestamp,order_status,order_amount,tip_amount,items_count,payment_method,weather,traffic_condition
ORD_001164,CUST_01220,REST_0168,2025-01-02 21:17:37,Delivered,977.73,30.35,4,Debit Card,Heavy Rain,Medium
ORD_001165,CUST_00182,REST_0094,2025-02-01 13:58:57,Delivered,111.26,11.34,1,Debit Card,Clear,Medium
ORD_001166,CUST_01137,REST_0095,2025-01-30 19:30:36,Delivered,656.07,27.27,2,UPI,Clear,Low
ORD_001167,CUST_00150,REST_0097,2025-06-22 18:21:58,Delivered,192.43,26.24,3,Credit Card,Clear,Medium
ORD_001168,CUST_00673,REST_0183,2025-01-28 13:18:42,Delivered,259.32,40.48,2,Credit Card,Cloudy,Low
ORD_001169,CUST_01104,REST_0056,2025-01-16 21:48:01,Delivered,421.39,31.41,4,UPI,Clear,Medium
ORD_001170,CUST_00261,REST_0043,2025-05-18 20:19:28,Delivered,961.03,62.35,3,UPI,Clear,Medium
ORD_001171,CUST_00431,REST_0191,2025-06-28 20:44:15,Delivered,255.45,28.92,2,UPI,Clear,Medium
ORD_001172,CUST_01300,REST_0193,2025-06-30 11:58:38,Delivered,236.45,31.4,4,UPI,Clear,High
ORD_001173,CUST_01330,REST_0123,2025-03-08 12:49:52,Delivered,136.76,1.18,1,UPI,Rain,Medium
ORD_001174,CUST_00069,REST_0154,2025-02-15 22:28:04,Delivered,3475.16,17.72,6,UPI,Clear,High
ORD_001175,CUST_00253,REST_0121,2025-03-15 22:16:39,Delivered,396.26,15.43,3,Debit Card,Clear,Medium
ORD_001176,CUST_00180,REST_0043,2025-04-26 14:03:15,Delivered,739.58,37.42,4,UPI,Rain,High
ORD_001177,CUST_00270,REST_0019,2025-04-15 11:57:34,Delivered,209.0,2.98,5,Cash,Rain,Medium
ORD_001178,CUST_01456,REST_0039,2025-05-22 12:15:22,Delivered,542.36,41.16,2,Wallet,Clear,Medium
ORD_001179,CUST_00830,REST_0063,2025-05-04 20:45:11,Delivered,215.54,20.88,3,Wallet,Clear,Low
ORD_001180,CUST_00706,REST_0158,2025-02-10 20:11:44,Delivered,143.77,14.24,3,UPI,Clear,High
ORD_001181,CUST_01476,REST_0137,2025-04-29 13:01:19,Delivered,2011.24,414.52,3,UPI,Clear,Low
ORD_001182,CUST_00838,REST_0063,2025-04-29 20:20:07,Delivered,241.78,6.46,3,UPI,Clear,Medium
ORD_001183,CUST_00998,REST_0048,2025-06-16 20:18:34,Delivered,128.82,18.11,2,UPI,Cloudy,Medium
ORD_001184,CUST_00499,REST_0165,2025-03-18 13:10:00,Delivered,224.42,30.1,3,Wallet,Clear,Low
ORD_001185,CUST_00571,REST_0138,2025-03-09 13:46:11,Cancelled,354.79,0.0,3,UPI,Clear,Low
ORD_001186,CUST_00896,REST_0189,2025-02-01 08:25:42,Delivered,308.22,16.49,3,UPI,Cloudy,Medium
ORD_001187,CUST_00107,REST_0012,2025-04-17 20:37:28,Cancelled,1865.93,0.0,4,Credit Card,Rain,High
ORD_001188,CUST_00387,REST_0031,2025-02-24 13:18:58,Delivered,333.65,10.96,3,UPI,Rain,Medium
ORD_001189,CUST_00296,REST_0039,2025-02-04 13:58:26,Delivered,637.4,77.48,3,UPI,Cloudy,Medium
ORD_001190,CUST_00025,REST_0028,2025-04-20 09:30:02,Delivered,986.38,85.29,5,UPI,Cloudy,Severe
ORD_001191,CUST_00808,REST_0126,2025-06-12 08:06:50,Delivered,449.3,55.06,2,UPI,Clear,Medium
ORD_001192,CUST_00844,REST_0168,2025-04-03 12:04:00,Delivered,849.22,23.88,2,Credit Card,Cloudy,Medium
ORD_001193,CUST_00574,REST_0097,2025-02-22 18:33:17,Delivered,109.48,2.07,1,Cash,Clear,Medium
ORD_001194,CUST_00405,REST_0078,2025-03-20 16:41:48,Delivered,1220.65,36.08,8,Wallet,Cloudy,Low
ORD_001195,CUST_00985,REST_0176,2025-06-27 18:28:14,Delivered,247.45,33.45,1,Wallet,Clear,Medium
ORD_001196,CUST_00204,REST_0091,2025-02-27 18:40:10,Cancelled,119.85,0.0,1,Credit Card,Cloudy,Low
ORD_001197,CUST_00781,REST_0119,2025-01-15 03:18:00,Delivered,1577.79,182.66,5,Credit Card,Clear,Low
ORD_001198,CUST_01154,REST_0120,2025-03-16 18:10:59,Delivered,343.11,52.54,3,UPI,Clear,Medium
ORD_001199,CUST_00248,REST_0177,2025-03-17 14:07:14,Delivered,250.87,15.75,2,Credit Card,Clear,High
ORD_001200,CUST_01133,REST_0106,2025-06-20 15:39:31,Delivered,607.97,140.88,4,Credit Card,Cloudy,Medium
ORD_001201,CUST_01144,REST_0011,2025-04-18 20:30:35,Delivered,356.08,47.3,4,UPI,Cloudy,Medium
ORD_001202,CUST_00092,REST_0060,2025-04-01 03:58:22,Delivered,883.62,11.93,3,Credit Card,Clear,Medium
ORD_001203,CUST_00030,REST_0135,2025-01-23 19:54:32,Delivered,184.12,18.69,2,UPI,Clear,Medium
ORD_001204,CUST_01461,REST_0014,2025-03-18 07:51:59,Cancelled,287.1,0.0,3,Debit Card,Cloudy,Medium
ORD_001205,CUST_00290,REST_0153,2025-03-21 11:30:04,Delivered,933.09,20.87,1,Debit Card,Clear,Medium
ORD_001206,CUST_01234,REST_0063,2025-04-24 13:59:24,Delivered,118.87,9.69,2,Credit Card,Clear,High
ORD_001207,CUST_00846,REST_0040,2025-02-17 20:51:00,Delivered,1969.24,244.95,3,UPI,Rain,Medium
ORD_001208,CUST_00399,REST_0038,2025-06-19 19:01:26,Delivered,1897.95,119.58,6,Wallet,Cloudy,High
ORD_001209,CUST_00198,REST_0089,2025-06-23 22:48:03,Delivered,687.78,30.42,3,Debit Card,Clear,Low
ORD_001210,CUST_00749,REST_0193,2025-03-31 20:21:46,Delivered,80.0,2.91,1,UPI,Cloudy,Medium
ORD_001211,CUST_00611,REST_0144,2025-03-18 19:30:50,Cancelled,253.9,0.0,6,Wallet,Clear,Low
ORD_001212,CUST_01053,REST_0113,2025-06-18 16:39:30,Failed,404.83,0.0,3,UPI,Rain,Low
ORD_001213,CUST_01357,REST_0022,2025-01-15 22:23:29,Delivered,315.43,82.93,3,UPI,Clear,Medium
ORD_001214,CUST_01208,REST_0111,2025-06-07 18:39:13,Delivered,4768.88,432.52,5,UPI,Clear,Low
ORD_001215,CUST_00413,REST_0071,2025-02-14 17:58:46,Delivered,410.43,144.87,2,Debit Card,Clear,Medium
ORD_001216,CUST_01321,REST_0059,2025-03-31 12:20:08,Delivered,115.86,19.0,1,UPI,Clear,Low
ORD_001217,CUST_01250,REST_0093,2025-04-28 18:43:05,Delivered,80.0,3.9,1,UPI,Cloudy,High
ORD_001218,CUST_01395,REST_0174,2025-05-09 17:53:12,Delivered,438.12,42.24,5,Debit Card,Cloudy,High
ORD_001219,CUST_00690,REST_0096,2025-02-18 14:48:00,Delivered,358.6,20.41,2,UPI,Clear,Medium
ORD_001220,CUST_01154,REST_0146,2025-05-23 18:52:30,Delivered,801.35,27.73,4,UPI,Rain,Medium
ORD_001221,CUST_00892,REST_0005,2025-06-03 20:32:17,Delivered,234.43,15.72,4,Wallet,Rain,Medium
ORD_001222,CUST_00468,REST_0066,2025-03-26 21:25:29,Delivered,560.27,122.62,5,Cash,Rain,Medium
ORD_001223,CUST_01492,REST_0081,2025-04-13 14:15:06,Delivered,332.77,46.34,8,Credit Card,Clear,Medium
ORD_001224,CUST_00058,REST_0071,2025-03-07 13:07:28,Delivered,257.41,17.97,1,UPI,Clear,Medium
ORD_001225,CUST_00246,REST_0111,2025-04-18 12:44:21,Cancelled,2522.88,0.0,4,UPI,Rain,Severe
ORD_001226,CUST_01341,REST_0178,2025-06-21 21:32:38,Delivered,4541.93,359.52,6,Credit Card,Clear,Low
ORD_001227,CUST_00093,REST_0040,2025-02-04 20:31:52,Failed,883.81,0.0,1,Credit Card,Clear,Medium
ORD_001228,CUST_01333,REST_0002,2025-05-11 20:07:45,Delivered,2152.07,160.4,3,UPI,Clear,Low
ORD_001229,CUST_01077,REST_0187,2025-04-05 11:04:27,Delivered,293.18,30.74,5,UPI,Clear,Medium
ORD_001230,CUST_00056,REST_0023,2025-05-23 21:41:30,Delivered,445.8,23.14,3,UPI,Clear,Medium
ORD_001231,CUST_00646,REST_0161,2025-02-28 14:37:48,Cancelled,1278.69,0.0,3,UPI,Cloudy,Medium
ORD_001232,CUST_01135,REST_0013,2025-02-23 17:46:41,Delivered,1054.83,211.72,5,Credit Card,Clear,Low
ORD_001233,CUST_00878,REST_0181,2025-01-23 20:00:24,Delivered,86.23,17.24,3,Wallet,Clear,Low
ORD_001234,CUST_01406,REST_0063,2025-02-23 19:27:57,Delivered,137.98,10.7,2,Wallet,Clear,Medium
ORD_001235,CUST_01304,REST_0039,2025-01-11 12:53:54,Cancelled,1024.54,0.0,5,Credit Card,Clear,Medium
ORD_001236,CUST_00499,REST_0096,2025-04-27 12:57:19,Cancelled,646.81,0.0,3,Debit Card,Clear,Low
ORD_001237,CUST_00129,REST_0061,2025-05-24 13:28:49,Delivered,117.46,8.9,1,UPI,Heavy Rain,High
ORD_001238,CUST_01418,REST_0167,2025-03-31 18:48:09,Delivered,174.36,0.86,3,Wallet,Cloudy,High
ORD_001239,CUST_00780,REST_0197,2025-01-13 12:26:07,Delivered,285.36,26.44,2,UPI,Clear,Medium
ORD_001240,CUST_00114,REST_0075,2025-06-27 13:25:35,Delivered,1250.04,131.78,4,UPI,Clear,Medium
ORD_001241,CUST_01226,REST_0055,2025-05-29 08:10:07,Delivered,122.34,2.15,1,UPI,Heavy Rain,Medium
ORD_001242,CUST_01305,REST_0038,2025-02-26 11:47:13,Delivered,265.91,82.89,1,Credit Card,Cloudy,Medium
ORD_001243,CUST_00965,REST_0089,2025-05-10 07:51:00,Delivered,683.39,37.18,3,UPI,Cloudy,Low
ORD_001244,CUST_00674,REST_0114,2025-01-11 13:14:11,Delivered,182.2,21.43,2,Wallet,Clear,Low
ORD_001245,CUST_01000,REST_0158,2025-03-05 14:54:43,Delivered,229.82,11.86,6,UPI,Rain,Medium
ORD_001246,CUST_01063,REST_0156,2025-05-22 11:34:24,Delivered,911.19,199.58,4,UPI,Clear,High
ORD_001247,CUST_01342,REST_0057,2025-06-27 20:57:06,Delivered,1033.64,277.49,4,UPI,Cloudy,Low
ORD_001248,CUST_01435,REST_0052,2025-04-27 19:01:51,Delivered,1383.68,86.22,3,UPI,Clear,High
ORD_001249,CUST_00775,REST_0181,2025-01-10 12:59:44,Delivered,213.8,2.6,4,UPI,Rain,Medium
ORD_001250,CUST_01198,REST_0103,2025-05-16 22:06:34,Delivered,766.38,72.73,1,UPI,Clear,Medium
ORD_001251,CUST_01448,REST_0017,2025-03-13 18:46:00,Delivered,860.89,98.1,5,Debit Card,Heavy Rain,Medium
ORD_001252,CUST_00230,REST_0125,2025-05-20 15:29:03,Delivered,1924.56,310.01,7,UPI,Clear,Medium
ORD_001253,CUST_00029,REST_0094,2025-02-03 18:02:27,Delivered,861.17,100.36,8,Wallet,Cloudy,High
ORD_001254,CUST_01306,REST_0196,2025-03-09 11:11:23,Delivered,474.21,16.59,3,UPI,Rain,Low
ORD_001255,CUST_00293,REST_0098,2025-02-12 17:06:00,Delivered,246.55,7.38,1,UPI,Clear,High
ORD_001256,CUST_00065,REST_0087,2025-02-18 14:17:15,Delivered,489.09,116.24,2,Credit Card,Clear,Low
ORD_001257,CUST_00243,REST_0134,2025-06-30 19:50:27,Delivered,1063.56,60.25,3,Debit Card,Rain,Medium
ORD_001258,CUST_00574,REST_0150,2025-06-05 10:35:59,Delivered,151.25,13.71,1,Credit Card,Clear,High
ORD_001259,CUST_00331,REST_0077,2025-03-12 16:05:00,Delivered,223.66,4.13,3,UPI,Clear,High
ORD_001260,CUST_00460,REST_0043,2025-04-27 14:25:39,Delivered,390.69,76.05,2,UPI,Clear,Low
ORD_001261,CUST_01463,REST_0091,2025-01-03 11:08:31,Delivered,101.15,13.2,2,UPI,Clear,Medium
ORD_001262,CUST_01061,REST_0146,2025-01-04 12:25:01,Delivered,213.07,12.26,1,Wallet,Clear,Medium
ORD_001263,CUST_01073,REST_0042,2025-04-24 11:02:34,Delivered,86.96,19.04,2,Credit Card,Clear,Medium
ORD_001264,CUST_00145,REST_0073,2025-04-24 14:32:56,Delivered,1249.98,145.91,5,Credit Card,Clear,Low
ORD_001265,CUST_01102,REST_0048,2025-05-23 19:35:13,Delivered,319.35,62.48,3,Wallet,Clear,Low
ORD_001266,CUST_01112,REST_0079,2025-02-14 14:53:36,Delivered,799.84,54.16,3,Debit Card,Clear,Low
ORD_001267,CUST_00997,REST_0027,2025-02-13 15:01:00,Delivered,1382.94,85.82,4,Debit Card,Clear,Medium
ORD_001268,CUST_00346,REST_0085,2025-06-11 22:52:42,Delivered,540.45,171.45,5,Wallet,Clear,Medium
ORD_001269,CUST_00635,REST_0140,2025-06-10 14:30:10,Delivered,606.88,30.61,8,Credit Card,Clear,High
ORD_001270,CUST_01271,REST_0041,2025-01-08 20:19:37,Delivered,422.52,18.42,1,UPI,Rain,Medium
ORD_001271,CUST_01012,REST_0100,2025-05-15 21:38:42,Delivered,1083.52,85.03,4,Debit Card,Cloudy,High
ORD_001272,CUST_01103,REST_0086,2025-03-15 17:53:42,Delivered,792.52,32.24,4,Cash,Rain,Low
ORD_001273,CUST_00885,REST_0037,2025-04-16 21:45:00,Delivered,724.11,34.86,3,Credit Card,Clear,Low
ORD_001274,CUST_00677,REST_0046,2025-02-11 20:57:51,Delivered,265.13,24.14,3,Wallet,Clear,Medium
ORD_001275,CUST_01141,REST_0108,2025-06-14 08:34:02,Delivered,297.05,37.55,3,UPI,Clear,Low
ORD_001276,CUST_00105,REST_0070,2025-04-05 22:01:24,Delivered,295.02,34.46,2,UPI,Clear,Medium
ORD_001277,CUST_01016,REST_0185,2025-03-17 19:29:28,Delivered,445.67,30.81,5,Debit Card,Rain,High
ORD_001278,CUST_01496,REST_0001,2025-02-10 11:51:22,Delivered,307.85,7.05,4,UPI,Clear,High
ORD_001279,CUST_01172,REST_0006,2025-03-22 18:00:59,Delivered,338.37,65.83,3,Wallet,Cloudy,Medium
ORD_001280,CUST_00438,REST_0012,2025-03-18 15:15:41,Delivered,3313.57,614.73,5,UPI,Clear,Medium
ORD_001281,CUST_00418,REST_0073,2025-03-19 15:03:30,Delivered,403.38,64.21,2,Wallet,Clear,Low
ORD_001282,CUST_01007,REST_0142,2025-05-05 11:58:00,Delivered,245.08,12.02,3,UPI,Rain,High
ORD_001283,CUST_01346,REST_0191,2025-01-25 19:43:10,Cancelled,545.55,0.0,5,Debit Card,Clear,Medium
ORD_001284,CUST_00870,REST_0039,2025-05-04 18:29:23,Delivered,431.21,29.58,2,UPI,Clear,Low
ORD_001285,CUST_00795,REST_0016,2025-03-08 14:38:26,Delivered,410.46,25.42,2,UPI,Clear,Low
ORD_001286,CUST_00243,REST_0079,2025-06-15 18:58:41,Delivered,968.71,151.99,3,UPI,Clear,Low
ORD_001287,CUST_01078,REST_0089,2025-01-12 00:37:45,Cancelled,341.68,0.0,2,UPI,Clear,Medium
ORD_001288,CUST_01057,REST_0083,2025-03-27 20:37:00,Delivered,3683.5,248.55,5,UPI,Clear,High
ORD_001289,CUST_01451,REST_0145,2025-06-28 13:08:18,Delivered,552.92,46.71,6,UPI,Rain,High
ORD_001290,CUST_00452,REST_0074,2025-03-13 22:04:18,Delivered,1205.04,146.51,2,UPI,Rain,High
ORD_001291,CUST_01137,REST_0095,2025-05-01 13:05:04,Cancelled,288.97,0.0,1,UPI,Rain,Medium
ORD_001292,CUST_00653,REST_0152,2025-02-27 18:04:58,Delivered,496.67,16.42,5,Debit Card,Cloudy,Medium
ORD_001293,CUST_00840,REST_0061,2025-03-13 19:42:57,Delivered,335.56,18.32,3,Credit Card,Cloudy,High
ORD_001294,CUST_01225,REST_0096,2025-05-07 10:25:41,Delivered,1016.98,112.8,5,UPI,Clear,Medium
ORD_001295,CUST_00335,REST_0095,2025-01-16 22:22:46,Delivered,1664.54,273.81,5,UPI,Cloudy,High
ORD_001296,CUST_00513,REST_0102,2025-05-11 10:46:10,Delivered,234.04,33.24,3,UPI,Rain,High
ORD_001297,CUST_01161,REST_0101,2025-02-21 18:56:45,Delivered,561.29,123.22,3,Wallet,Clear,Medium
ORD_001298,CUST_00859,REST_0128,2025-01-29 22:45:15,Cancelled,505.5,0.0,3,Debit Card,Clear,Medium
ORD_001299,CUST_00141,REST_0124,2025-06-28 02:10:52,Delivered,656.64,158.56,6,Wallet,Clear,Low
ORD_001300,CUST_00647,REST_0054,2025-03-30 07:31:49,Delivered,765.55,21.5,3,Credit Card,Clear,Severe
ORD_001301,CUST_00884,REST_0073,2025-05-02 18:11:40,Delivered,210.07,25.92,1,Credit Card,Rain,High
ORD_001302,CUST_01365,REST_0024,2025-04-09 11:52:25,Delivered,244.5,12.14,1,Credit Card,Clear,Low
ORD_001303,CUST_00282,REST_0023,2025-05-09 13:26:49,Delivered,215.74,17.03,2,UPI,Rain,Medium
ORD_001304,CUST_01210,REST_0004,2025-04-24 21:00:09,Failed,674.56,0.0,2,UPI,Rain,Medium
ORD_001305,CUST_00199,REST_0067,2025-04-05 23:36:04,Delivered,466.21,45.84,4,UPI,Clear,Low
ORD_001306,CUST_00366,REST_0111,2025-04-08 21:39:00,Delivered,2790.58,839.43,3,Credit Card,Clear,Low
ORD_001307,CUST_00368,REST_0135,2025-05-03 09:26:00,Delivered,401.04,11.09,3,UPI,Cloudy,High
ORD_001308,CUST_01318,REST_0089,2025-03-25 22:48:31,Delivered,729.22,214.19,4,UPI,Clear,Medium
ORD_001309,CUST_00299,REST_0181,2025-05-01 21:24:49,Delivered,117.7,13.26,2,UPI,Cloudy,Medium
ORD_001310,CUST_01182,REST_0163,2025-02-04 19:31:00,Cancelled,795.18,0.0,3,Credit Card,Cloudy,Medium
ORD_001311,CUST_00695,REST_0005,2025-04-06 07:49:38,Delivered,80.0,5.19,1,Credit Card,Clear,Medium
ORD_001312,CUST_01500,REST_0111,2025-03-31 12:47:00,Delivered,2263.31,74.91,3,UPI,Clear,Medium
ORD_001313,CUST_01259,REST_0015,2025-01-09 11:30:56,Delivered,231.36,31.99,4,UPI,Clear,Low
ORD_001314,CUST_01113,REST_0079,2025-02-28 07:30:03,Delivered,570.47,49.14,3,Wallet,Rain,Medium
ORD_001315,CUST_01308,REST_0158,2025-05-12 21:41:48,Delivered,212.47,21.71,3,UPI,Cloudy,Severe
ORD_001316,CUST_00956,REST_0042,2025-02-06 14:44:00,Delivered,162.49,9.18,4,UPI,Clear,Severe
ORD_001317,CUST_01266,REST_0161,2025-05-23 21:04:49,Cancelled,936.64,0.0,3,UPI,Cloudy,Low
ORD_001318,CUST_00394,REST_0072,2025-01-27 19:58:41,Delivered,216.83,29.29,1,Debit Card,Clear,Low
ORD_001319,CUST_00150,REST_0115,2025-06-05 11:20:30,Delivered,696.96,130.09,4,UPI,Rain,Severe
ORD_001320,CUST_00929,REST_0078,2025-03-16 22:47:39,Delivered,530.08,35.26,3,Credit Card,Clear,Low
ORD_001321,CUST_00654,REST_0043,2025-03-09 21:15:11,Delivered,760.51,58.81,4,Debit Card,Heavy Rain,Severe
ORD_001322,CUST_00641,REST_0156,2025-03-27 18:55:15,Delivered,1332.47,93.54,7,UPI,Clear,Medium
ORD_001323,CUST_00794,REST_0060,2025-01-24 18:56:41,Delivered,732.31,150.46,3,Debit Card,Cloudy,Medium
ORD_001324,CUST_00540,REST_0004,2025-04-03 13:57:24,Delivered,505.62,39.55,2,UPI,Clear,High
ORD_001325,CUST_00944,REST_0069,2025-01-31 08:41:34,Delivered,932.82,21.25,3,Cash,Clear,Severe
ORD_001326,CUST_00048,REST_0168,2025-04-12 21:21:59,Delivered,1219.74,279.24,4,UPI,Clear,Medium
ORD_001327,CUST_01455,REST_0144,2025-05-13 11:31:02,Delivered,126.9,7.57,3,Credit Card,Clear,High
ORD_001328,CUST_01388,REST_0067,2025-03-20 13:51:26,Delivered,623.54,9.07,7,UPI,Clear,Medium
ORD_001329,CUST_01405,REST_0064,2025-06-07 19:27:21,Delivered,2847.93,547.97,3,UPI,Clear,Medium
ORD_001330,CUST_00545,REST_0183,2025-03-09 06:17:08,Delivered,421.88,37.35,3,Debit Card,Cloudy,High
ORD_001331,CUST_00800,REST_0027,2025-03-03 12:47:49,Delivered,1250.43,17.64,4,UPI,Rain,Medium
ORD_001332,CUST_01432,REST_0139,2025-03-04 22:05:57,Cancelled,188.7,0.0,3,Credit Card,Cloudy,Low
ORD_001333,CUST_01355,REST_0011,2025-03-23 22:11:00,Delivered,142.03,34.91,2,Credit Card,Clear,Low
ORD_001334,CUST_01186,REST_0098,2025-01-07 16:50:19,Delivered,679.92,12.28,2,Cash,Clear,Low
ORD_001335,CUST_00611,REST_0128,2025-05-30 18:17:57,Delivered,249.75,15.14,2,Cash,Clear,Medium
ORD_001336,CUST_00849,REST_0154,2025-02-09 11:30:55,Delivered,2644.86,639.95,5,Debit Card,Cloudy,Medium
ORD_001337,CUST_01190,REST_0124,2025-06-12 22:41:47,Delivered,386.15,66.93,4,Wallet,Clear,High
ORD_001338,CUST_00412,REST_0056,2025-03-25 12:15:58,Delivered,253.65,35.0,4,Debit Card,Cloudy,Low
ORD_001339,CUST_00945,REST_0062,2025-02-11 19:43:34,Cancelled,2619.4,0.0,5,UPI,Clear,Medium
ORD_001340,CUST_01242,REST_0111,2025-04-18 19:00:33,Delivered,2375.62,493.56,3,UPI,Cloudy,Low
ORD_001341,CUST_01065,REST_0180,2025-03-27 12:14:00,Delivered,101.4,21.29,2,Debit Card,Clear,Low
ORD_001342,CUST_00722,REST_0140,2025-04-05 22:44:01,Delivered,296.9,22.62,5,UPI,Clear,Low
ORD_001343,CUST_00881,REST_0143,2025-01-30 20:32:38,Delivered,719.27,48.49,3,Wallet,Clear,Low
ORD_001344,CUST_01482,REST_0139,2025-06-22 11:28:29,Delivered,202.06,4.24,5,UPI,Clear,Severe
ORD_001345,CUST_00908,REST_0063,2025-06-11 15:16:21,Delivered,213.9,66.34,3,Wallet,Heavy Rain,Severe
ORD_001346,CUST_01180,REST_0181,2025-04-05 21:18:00,Delivered,80.0,8.11,2,Debit Card,Heavy Rain,Medium
ORD_001347,CUST_01093,REST_0096,2025-05-19 21:31:18,Delivered,280.59,9.83,1,UPI,Clear,High
ORD_001348,CUST_01056,REST_0049,2025-06-04 14:24:27,Delivered,746.88,85.51,3,UPI,Clear,Medium
ORD_001349,CUST_01079,REST_0032,2025-06-17 11:13:41,Delivered,652.71,161.7,2,UPI,Cloudy,Medium
ORD_001350,CUST_00684,REST_0065,2025-02-08 13:00:44,Delivered,541.08,25.92,7,Credit Card,Clear,Low
ORD_001351,CUST_00715,REST_0117,2025-06-09 13:13:30,Delivered,697.28,98.91,3,UPI,Clear,Medium
ORD_001352,CUST_00706,REST_0083,2025-03-23 19:46:13,Delivered,2391.05,121.1,3,Credit Card,Clear,Low
ORD_001353,CUST_00052,REST_0094,2025-01-16 19:12:59,Delivered,277.16,39.01,2,UPI,Rain,High
ORD_001354,CUST_00365,REST_0082,2025-04-20 16:11:00,Delivered,166.78,7.11,1,Credit Card,Clear,Medium
ORD_001355,CUST_00235,REST_0012,2025-05-07 09:37:28,Delivered,1521.35,156.67,4,Credit Card,Cloudy,Medium
ORD_001356,CUST_01332,REST_0057,2025-03-18 00:41:26,Delivered,2175.83,11.21,7,Credit Card,Rain,Low
ORD_001357,CUST_00414,REST_0089,2025-04-08 09:32:03,Delivered,592.99,26.45,3,Wallet,Cloudy,Severe
ORD_001358,CUST_00210,REST_0064,2025-05-26 21:27:43,Delivered,1228.63,67.79,2,UPI,Clear,Medium
ORD_001359,CUST_00183,REST_0109,2025-05-01 17:25:55,Delivered,192.35,26.49,1,UPI,Rain,High
ORD_001360,CUST_01054,REST_0171,2025-02-17 18:48:00,Delivered,2895.13,1000.0,7,UPI,Cloudy,Medium
ORD_001361,CUST_00009,REST_0112,2025-03-28 10:29:21,Cancelled,2195.93,0.0,4,UPI,Cloudy,High
ORD_001362,CUST_00710,REST_0031,2025-05-13 18:49:08,Delivered,143.27,51.77,1,Credit Card,Clear,Low
ORD_001363,CUST_00183,REST_0117,2025-02-12 18:00:33,Delivered,885.81,34.71,3,Wallet,Cloudy,Medium
ORD_001364,CUST_01276,REST_0091,2025-06-18 21:25:17,Delivered,403.22,93.8,4,Debit Card,Clear,Medium
ORD_001365,CUST_01440,REST_0088,2025-05-24 11:35:25,Delivered,80.0,5.47,2,UPI,Rain,High
ORD_001366,CUST_01440,REST_0047,2025-04-02 14:52:00,Delivered,442.32,46.11,2,UPI,Cloudy,Medium
ORD_001367,CUST_00665,REST_0085,2025-04-09 19:07:43,Delivered,587.38,50.24,4,UPI,Rain,Low
ORD_001368,CUST_00972,REST_0092,2025-03-26 22:51:51,Delivered,791.37,121.24,3,UPI,Clear,Medium
ORD_001369,CUST_00905,REST_0002,2025-05-29 07:04:20,Delivered,4437.77,302.69,5,UPI,Cloudy,High
ORD_001370,CUST_00524,REST_0064,2025-03-12 15:35:00,Delivered,1531.66,293.72,3,UPI,Clear,Medium
ORD_001371,CUST_00668,REST_0019,2025-03-01 20:38:00,Failed,126.04,0.0,3,Wallet,Clear,High
ORD_001372,CUST_00099,REST_0151,2025-06-04 11:45:45,Delivered,152.56,7.78,3,Debit Card,Clear,Low
ORD_001373,CUST_01194,REST_0007,2025-02-17 22:55:03,Delivered,3810.86,1000.0,6,UPI,Clear,Medium
ORD_001374,CUST_00364,REST_0200,2025-01-19 12:26:39,Delivered,597.51,33.11,2,UPI,Rain,Medium
ORD_001375,CUST_00693,REST_0082,2025-02-11 22:47:24,Delivered,314.97,57.43,2,UPI,Clear,Low
ORD_001376,CUST_00724,REST_0100,2025-03-29 21:39:00,Delivered,1182.78,69.77,5,Credit Card,Rain,Medium
ORD_001377,CUST_00844,REST_0183,2025-05-15 20:45:26,Delivered,386.01,25.7,2,UPI,Rain,Low
ORD_001378,CUST_01228,REST_0198,2025-06-19 19:55:02,Delivered,554.74,30.72,3,Debit Card,Rain,Low
ORD_001379,CUST_01043,REST_0055,2025-05-06 08:58:37,Delivered,137.46,11.13,1,Debit Card,Clear,Medium
ORD_001380,CUST_01001,REST_0140,2025-03-26 19:38:03,Cancelled,182.99,0.0,3,Debit Card,Cloudy,Low
ORD_001381,CUST_00794,REST_0060,2025-03-27 14:49:16,Delivered,1768.43,266.44,6,Credit Card,Cloudy,High
ORD_001382,CUST_00147,REST_0095,2025-05-17 22:23:09,Delivered,882.12,183.35,3,UPI,Clear,Medium
ORD_001383,CUST_00602,REST_0068,2025-03-25 20:28:35,Delivered,1564.53,276.71,5,UPI,Clear,Medium
ORD_001384,CUST_01438,REST_0120,2025-01-27 10:53:08,Delivered,139.51,20.48,1,UPI,Clear,Medium
ORD_001385,CUST_01494,REST_0147,2025-03-08 16:14:29,Delivered,341.97,29.71,5,UPI,Heavy Rain,Severe
ORD_001386,CUST_01100,REST_0077,2025-03-14 06:40:26,Delivered,208.1,24.94,4,Wallet,Clear,Medium
ORD_001387,CUST_00344,REST_0076,2025-03-23 11:53:52,Delivered,89.27,3.65,2,UPI,Rain,Medium
ORD_001388,CUST_00156,REST_0129,2025-05-14 21:41:41,Delivered,246.42,32.38,1,UPI,Clear,Medium
ORD_001389,CUST_00622,REST_0168,2025-02-28 18:30:50,Delivered,1464.45,69.44,4,Debit Card,Heavy Rain,High
ORD_001390,CUST_01286,REST_0174,2025-06-06 15:00:15,Delivered,122.75,8.46,2,UPI,Clear,High
ORD_001391,CUST_01087,REST_0109,2025-04-12 11:07:46,Delivered,957.62,33.58,5,Debit Card,Cloudy,Low
