payment_id,order_id,payment_method,payment_status,transaction_amount
PAY_001504,ORD_001504,Debit Card,Successful,190.73
PAY_001505,ORD_001505,Wallet,Successful,1272.66
PAY_001506,ORD_001506,UPI,Successful,100.01
PAY_001507,ORD_001507,Debit Card,Successful,392.12
PAY_001508,ORD_001508,UPI,Successful,541.8
PAY_001509,ORD_001509,UPI,Successful,991.65
PAY_001510,ORD_001510,Debit Card,Successful,704.09
PAY_001511,ORD_001511,Debit Card,Successful,412.02
PAY_001512,ORD_001512,Credit Card,Successful,189.81
PAY_001513,ORD_001513,UPI,Successful,634.28
PAY_001514,ORD_001514,UPI,Successful,896.58
PAY_001515,ORD_001515,Wallet,Successful,234.51
PAY_001516,ORD_001516,Debit Card,Successful,1183.12
PAY_001517,ORD_001517,UPI,Successful,1997.95
PAY_001518,ORD_001518,UPI,Successful,345.99
PAY_001519,ORD_001519,Credit Card,Successful,424.23
PAY_001520,ORD_001520,UPI,Successful,446.05
PAY_001521,ORD_001521,UPI,Successful,118.19
PAY_001522,ORD_001522,UPI,Successful,167.26
PAY_001523,ORD_001523,Debit Card,Successful,236.11
PAY_001524,ORD_001524,Wallet,Successful,913.28
PAY_001525,ORD_001525,UPI,Successful,961.94
PAY_001526,ORD_001526,UPI,Successful,649.42
PAY_001527,ORD_001527,UPI,Successful,418.67
PAY_001528,ORD_001528,Wallet,Successful,285.06
PAY_001529,ORD_001529,Credit Card,Successful,1092.15
PAY_001530,ORD_001530,Debit Card,Refunded,1169.97
PAY_001531,ORD_001531,UPI,Successful,1589.48
PAY_001532,ORD_001532,UPI,Successful,1467.63
PAY_001533,ORD_001533,Debit Card,Successful,879.78
PAY_001534,ORD_001534,UPI,Successful,391.69
PAY_001535,ORD_001535,Credit Card,Successful,90.04
PAY_001536,ORD_001536,UPI,Successful,335.44
PAY_001537,ORD_001537,UPI,Successful,174.4
PAY_001538,ORD_001538,UPI,Successful,1002.86
PAY_001539,ORD_001539,UPI,Successful,199.82
PAY_001540,ORD_001540,Wallet,Successful,80.0
PAY_001541,ORD_001541,Credit Card,Successful,231.91
PAY_001542,ORD_001542,UPI,Successful,713.11
PAY_001543,ORD_001543,UPI,Refunded,134.61
PAY_001544,ORD_001544,Wallet,Successful,259.23
PAY_001545,ORD_001545,UPI,Failed,1413.41
PAY_001546,ORD_001546,Wallet,Successful,3758.86
PAY_001547,ORD_001547,Credit Card,Successful,80.0
PAY_001548,ORD_001548,UPI,Successful,218.96
PAY_001549,ORD_001549,Wallet,Successful,494.81
PAY_001550,ORD_001550,UPI,Successful,993.36
PAY_001551,ORD_001551,Credit Card,Successful,449.24
PAY_001552,ORD_001552,Cash,Successful,80.0
PAY_001553,ORD_001553,Wallet,Failed,662.78
PAY_001554,ORD_001554,UPI,Successful,246.47
PAY_001555,ORD_001555,UPI,Successful,363.67
PAY_001556,ORD_001556,UPI,Successful,2094.35
PAY_001557,ORD_001557,UPI,Refunded,376.85
PAY_001558,ORD_001558,Cash,Successful,929.58
PAY_001559,ORD_001559,Debit Card,Successful,355.86
PAY_001560,ORD_001560,UPI,Successful,330.79
PAY_001561,ORD_001561,UPI,Successful,415.28
PAY_001562,ORD_001562,UPI,Successful,1045.47
PAY_001563,ORD_001563,UPI,Successful,474.02
PAY_001564,ORD_001564,UPI,Successful,491.03
PAY_001565,ORD_001565,Credit Card,Failed,365.8
PAY_001566,ORD_001566,UPI,Successful,276.77
PAY_001567,ORD_001567,UPI,Successful,2739.85
PAY_001568,ORD_001568,Wallet,Successful,3127.76
PAY_001569,ORD_001569,UPI,Successful,3229.72
PAY_001570,ORD_001570,UPI,Refunded,80.0
PAY_001571,ORD_001571,Credit Card,Successful,89.79
PAY_001572,ORD_001572,UPI,Successful,155.34
PAY_001573,ORD_001573,UPI,Successful,936.38
PAY_001574,ORD_001574,UPI,Successful,376.64
PAY_001575,ORD_001575,UPI,Successful,100.18
PAY_001576,ORD_001576,UPI,Successful,937.0
PAY_001577,ORD_001577,Cash,Successful,302.69
PAY_001578,ORD_001578,Wallet,Successful,418.63
PAY_001579,ORD_001579,UPI,Failed,449.02
PAY_001580,ORD_001580,Wallet,Successful,687.19
PAY_001581,ORD_001581,Credit Card,Successful,638.63
PAY_001582,ORD_001582,Cash,Failed,1401.99
PAY_001583,ORD_001583,Credit Card,Successful,381.47
PAY_001584,ORD_001584,UPI,Refunded,262.93
PAY_001585,ORD_001585,Credit Card,Successful,366.65
PAY_001586,ORD_001586,UPI,Successful,400.6
PAY_001587,ORD_001587,Debit Card,Successful,80.0
PAY_001588,ORD_001588,UPI,Successful,615.08
PAY_001589,ORD_001589,UPI,Successful,240.55
PAY_001590,ORD_001590,Credit Card,Successful,487.34
PAY_001591,ORD_001591,UPI,Successful,174.88
PAY_001592,ORD_001592,UPI,Successful,1187.15
PAY_001593,ORD_001593,UPI,Successful,1667.51
PAY_001594,ORD_001594,UPI,Successful,248.95
PAY_001595,ORD_001595,UPI,Successful,101.96
PAY_001596,ORD_001596,Credit Card,Successful,312.7
PAY_001597,ORD_001597,Debit Card,Successful,294.59
PAY_001598,ORD_001598,UPI,Successful,162.69
PAY_001599,ORD_001599,UPI,Successful,1358.47
PAY_001600,ORD_001600,UPI,Successful,297.42
PAY_001601,ORD_001601,UPI,Successful,1807.08
PAY_001602,ORD_001602,Wallet,Successful,399.98
PAY_001603,ORD_001603,UPI,Successful,782.58
PAY_001604,ORD_001604,UPI,Successful,903.8
PAY_001605,ORD_001605,Wallet,Successful,98.37
PAY_001606,ORD_001606,UPI,Successful,225.24
PAY_001607,ORD_001607,UPI,Successful,442.1
PAY_001608,ORD_001608,Debit Card,Successful,1293.59
PAY_001609,ORD_001609,UPI,Successful,1431.81
PAY_001610,ORD_001610,UPI,Successful,337.92
PAY_001611,ORD_001611,UPI,Successful,337.57
PAY_001612,ORD_001612,UPI,Successful,730.15
PAY_001613,ORD_001613,UPI,Successful,625.11
PAY_001614,ORD_001614,UPI,Successful,80.0
PAY_001615,ORD_001615,Credit Card,Successful,294.6
PAY_001616,ORD_001616,UPI,Successful,627.29
PAY_001617,ORD_001617,UPI,Successful,891.29
PAY_001618,ORD_001618,UPI,Successful,1466.61
PAY_001619,ORD_001619,Credit Card,Successful,505.95
PAY_001620,ORD_001620,Credit Card,Successful,250.12
PAY_001621,ORD_001621,Wallet,Successful,293.68
PAY_001622,ORD_001622,UPI,Successful,91.24
PAY_001623,ORD_001623,UPI,Successful,124.88
PAY_001624,ORD_001624,Wallet,Successful,272.7
PAY_001625,ORD_001625,UPI,Successful,838.05
PAY_001626,ORD_001626,UPI,Successful,693.55
PAY_001627,ORD_001627,Credit Card,Successful,144.87
PAY_001628,ORD_001628,Wallet,Successful,876.34
PAY_001629,ORD_001629,Wallet,Successful,586.29
PAY_001630,ORD_001630,Credit Card,Successful,220.57
PAY_001631,ORD_001631,Credit Card,Successful,1211.33
PAY_001632,ORD_001632,Wallet,Successful,1464.45
PAY_001633,ORD_001633,Credit Card,Successful,431.83
PAY_001634,ORD_001634,UPI,Successful,396.34
PAY_001635,ORD_001635,UPI,Successful,1011.27
PAY_001636,ORD_001636,Credit Card,Failed,576.21
PAY_001637,ORD_001637,Debit Card,Successful,612.49
PAY_001638,ORD_001638,Credit Card,Successful,359.45
PAY_001639,ORD_001639,Credit Card,Failed,188.74
PAY_001640,ORD_001640,UPI,Successful,554.32
PAY_001641,ORD_001641,Credit Card,Successful,344.99
PAY_001642,ORD_001642,UPI,Refunded,614.46
PAY_001643,ORD_001643,UPI,Successful,385.08
PAY_001644,ORD_001644,UPI,Successful,214.37
PAY_001645,ORD_001645,Credit Card,Successful,431.48
PAY_001646,ORD_001646,UPI,Failed,214.07
PAY_001647,ORD_001647,Wallet,Successful,80.0
PAY_001648,ORD_001648,UPI,Successful,693.47
PAY_001649,ORD_001649,UPI,Successful,570.67
PAY_001650,ORD_001650,Wallet,Successful,793.76
PAY_001651,ORD_001651,UPI,Successful,350.53
PAY_001652,ORD_001652,UPI,Successful,135.91
PAY_001653,ORD_001653,UPI,Successful,409.69
PAY_001654,ORD_001654,UPI,Successful,404.95
PAY_001655,ORD_001655,UPI,Failed,461.0
PAY_001656,ORD_001656,UPI,Successful,985.79
PAY_001657,ORD_001657,Debit Card,Successful,3315.6
PAY_001658,ORD_001658,UPI,Successful,220.32
PAY_001659,ORD_001659,UPI,Successful,1389.08
PAY_001660,ORD_001660,UPI,Successful,165.02
PAY_001661,ORD_001661,Cash,Successful,339.98
PAY_001662,ORD_001662,Cash,Successful,446.79
PAY_001663,ORD_001663,Wallet,Successful,226.59
PAY_001664,ORD_001664,UPI,Successful,155.85
PAY_001665,ORD_001665,Credit Card,Successful,122.01
PAY_001666,ORD_001666,UPI,Successful,386.29
PAY_001667,ORD_001667,Wallet,Successful,760.38
PAY_001668,ORD_001668,UPI,Successful,331.26
PAY_001669,ORD_001669,Credit Card,Successful,266.06
PAY_001670,ORD_001670,UPI,Successful,460.11
PAY_001671,ORD_001671,UPI,Failed,530.68
PAY_001672,ORD_001672,Debit Card,Successful,211.29
PAY_001673,ORD_001673,UPI,Successful,1907.93
PAY_001674,ORD_001674,Wallet,Successful,830.14
PAY_001675,ORD_001675,UPI,Refunded,464.75
PAY_001676,ORD_001676,UPI,Successful,106.91
PAY_001677,ORD_001677,UPI,Successful,271.93
PAY_001678,ORD_001678,Debit Card,Successful,538.92
PAY_001679,ORD_001679,UPI,Successful,1242.47
PAY_001680,ORD_001680,UPI,Successful,776.35
PAY_001681,ORD_001681,UPI,Successful,957.58
PAY_001682,ORD_001682,UPI,Successful,937.57
PAY_001683,ORD_001683,UPI,Successful,732.94
PAY_001684,ORD_001684,Credit Card,Successful,1722.15
PAY_001685,ORD_001685,Debit Card,Successful,1305.96
PAY_001686,ORD_001686,UPI,Successful,2822.61
PAY_001687,ORD_001687,UPI,Successful,1641.61
PAY_001688,ORD_001688,Cash,Successful,915.8
PAY_001689,ORD_001689,Wallet,Successful,707.23
PAY_001690,ORD_001690,Debit Card,Successful,146.85
PAY_001691,ORD_001691,Credit Card,Successful,1324.99
PAY_001692,ORD_001692,Wallet,Successful,390.8
PAY_001693,ORD_001693,Debit Card,Failed,314.57
PAY_001694,ORD_001694,Credit Card,Successful,574.72
PAY_001695,ORD_001695,Debit Card,Successful,195.91
PAY_001696,ORD_001696,UPI,Successful,2277.16
PAY_001697,ORD_001697,UPI,Successful,917.31
PAY_001698,ORD_001698,UPI,Successful,246.81
PAY_001699,ORD_001699,Wallet,Successful,280.34
PAY_001700,ORD_001700,Wallet,Successful,446.93
PAY_001701,ORD_001701,UPI,Successful,686.59
PAY_001702,ORD_001702,Credit Card,Successful,180.6
PAY_001703,ORD_001703,Cash,Successful,551.06
PAY_001704,ORD_001704,Wallet,Successful,3077.68
PAY_001705,ORD_001705,Credit Card,Successful,816.87
PAY_001706,ORD_001706,UPI,Successful,696.79
PAY_001707,ORD_001707,Credit Card,Successful,2924.45
PAY_001708,ORD_001708,Cash,Successful,412.06
PAY_001709,ORD_001709,UPI,Failed,2425.07
PAY_001710,ORD_001710,UPI,Successful,2266.2
PAY_001711,ORD_001711,Cash,Successful,317.92
PAY_001712,ORD_001712,UPI,Refunded,1559.46
PAY_001713,ORD_001713,UPI,Successful,239.21
PAY_001714,ORD_001714,UPI,Successful,309.91
PAY_001715,ORD_001715,UPI,Successful,125.87
PAY_001716,ORD_001716,UPI,Successful,662.08
PAY_001717,ORD_001717,UPI,Successful,1573.57
PAY_001718,ORD_001718,Debit Card,Failed,446.27
PAY_001719,ORD_001719,UPI,Successful,1737.88
PAY_001720,ORD_001720,Credit Card,Successful,363.27
PAY_001721,ORD_001721,Credit Card,Successful,603.99
PAY_001722,ORD_001722,Credit Card,Successful,856.29
PAY_001723,ORD_001723,Debit Card,Successful,553.55
PAY_001724,ORD_001724,Debit Card,Successful,1161.4
PAY_001725,ORD_001725,UPI,Successful,1318.4
PAY_001726,ORD_001726,UPI,Successful,1374.85
PAY_001727,ORD_001727,UPI,Successful,162.01
PAY_001728,ORD_001728,UPI,Successful,2455.99
PAY_001729,ORD_001729,UPI,Successful,3119.19
PAY_001730,ORD_001730,UPI,Successful,931.71
PAY_001731,ORD_001731,UPI,Successful,376.6
PAY_001732,ORD_001732,UPI,Successful,1050.03
PAY_001733,ORD_001733,Debit Card,Successful,923.36
PAY_001734,ORD_001734,UPI,Successful,521.08
PAY_001735,ORD_001735,Debit Card,Successful,821.32
PAY_001736,ORD_001736,UPI,Successful,487.56
PAY_001737,ORD_001737,Credit Card,Successful,614.38
PAY_001738,ORD_001738,UPI,Successful,201.15
PAY_001739,ORD_001739,Debit Card,Successful,452.97
PAY_001740,ORD_001740,Credit Card,Successful,753.43
PAY_001741,ORD_001741,UPI,Successful,211.58
PAY_001742,ORD_001742,Debit Card,Failed,976.82
PAY_001743,ORD_001743,UPI,Successful,451.93
PAY_001744,ORD_001744,UPI,Successful,455.62
PAY_001745,ORD_001745,UPI,Successful,627.79
PAY_001746,ORD_001746,UPI,Successful,131.35
PAY_001747,ORD_001747,UPI,Successful,1449.75
PAY_001748,ORD_001748,UPI,Successful,546.33
PAY_001749,ORD_001749,Debit Card,Successful,384.16
PAY_001750,ORD_001750,Wallet,Successful,1097.04
PAY_001751,ORD_001751,Debit Card,Successful,2289.29
PAY_001752,ORD_001752,UPI,Successful,924.97
PAY_001753,ORD_001753,Credit Card,Successful,105.29
PAY_001754,ORD_001754,UPI,Successful,708.15
PAY_001755,ORD_001755,UPI,Successful,261.92
PAY_001756,ORD_001756,UPI,Successful,137.6
PAY_001757,ORD_001757,UPI,Successful,185.6
PAY_001758,ORD_001758,Credit Card,Successful,148.03
PAY_001759,ORD_001759,UPI,Successful,562.75
PAY_001760,ORD_001760,Debit Card,Successful,357.05
PAY_001761,ORD_001761,Wallet,Successful,680.32
PAY_001762,ORD_001762,UPI,Successful,337.98
PAY_001763,ORD_001763,UPI,Successful,117.2
PAY_001764,ORD_001764,Wallet,Successful,115.11
PAY_001765,ORD_001765,UPI,Successful,550.37
PAY_001766,ORD_001766,UPI,Successful,562.95
PAY_001767,ORD_001767,Debit Card,Successful,436.66
PAY_001768,ORD_001768,Debit Card,Successful,366.77
PAY_001769,ORD_001769,UPI,Failed,525.33
PAY_001770,ORD_001770,Wallet,Successful,364.88
PAY_001771,ORD_001771,Credit Card,Successful,2238.9
PAY_001772,ORD_001772,UPI,Successful,477.96
PAY_001773,ORD_001773,UPI,Successful,1137.11
PAY_001774,ORD_001774,UPI,Successful,199.4
PAY_001775,ORD_001775,UPI,Failed,776.34
PAY_001776,ORD_001776,UPI,Successful,206.84
PAY_001777,ORD_001777,UPI,Refunded,1510.71
PAY_001778,ORD_001778,UPI,Successful,752.37
PAY_001779,ORD_001779,UPI,Successful,731.96
PAY_001780,ORD_001780,UPI,Successful,471.69
PAY_001781,ORD_001781,Wallet,Successful,421.42
PAY_001782,ORD_001782,Wallet,Failed,169.42
PAY_001783,ORD_001783,Wallet,Successful,764.11
PAY_001784,ORD_001784,Wallet,Refunded,225.35
PAY_001785,ORD_001785,UPI,Successful,2622.25
PAY_001786,ORD_001786,Debit Card,Successful,981.35
PAY_001787,ORD_001787,UPI,Successful,1063.63
PAY_001788,ORD_001788,UPI,Successful,450.61
PAY_001789,ORD_001789,Debit Card,Successful,878.55
PAY_001790,ORD_001790,Credit Card,Successful,1232.69
PAY_001791,ORD_001791,Credit Card,Successful,1535.17
PAY_001792,ORD_001792,Debit Card,Failed,226.65
PAY_001793,ORD_001793,UPI,Successful,195.28
PAY_001794,ORD_001794,UPI,Successful,591.87
PAY_001795,ORD_001795,UPI,Successful,305.35
PAY_001796,ORD_001796,Credit Card,Successful,159.97
PAY_001797,ORD_001797,Credit Card,Failed,288.85
PAY_001798,ORD_001798,UPI,Successful,596.97
PAY_001799,ORD_001799,UPI,Successful,421.52
PAY_001800,ORD_001800,UPI,Successful,673.22
PAY_001801,ORD_001801,UPI,Successful,168.69
PAY_001802,ORD_001802,UPI,Successful,593.71
PAY_001803,ORD_001803,UPI,Successful,236.86
PAY_001804,ORD_001804,UPI,Successful,286.12
PAY_001805,ORD_001805,UPI,Refunded,207.45
PAY_001806,ORD_001806,UPI,Successful,399.41
PAY_001807,ORD_001807,UPI,Successful,658.38
PAY_001808,ORD_001808,Wallet,Successful,955.28
PAY_001809,ORD_001809,UPI,Successful,268.27
PAY_001810,ORD_001810,Wallet,Successful,489.72
PAY_001811,ORD_001811,Credit Card,Successful,936.19
PAY_001812,ORD_001812,Wallet,Successful,529.42
PAY_001813,ORD_001813,Credit Card,Successful,1560.2
PAY_001814,ORD_001814,UPI,Successful,543.68
PAY_001815,ORD_001815,UPI,Failed,218.2
PAY_001816,ORD_001816,Wallet,Successful,3360.69
PAY_001817,ORD_001817,Wallet,Successful,839.19
PAY_001818,ORD_001818,Wallet,Successful,694.97
PAY_001819,ORD_001819,Credit Card,Successful,318.93
PAY_001820,ORD_001820,UPI,Successful,1005.38
PAY_001821,ORD_001821,Wallet,Successful,526.43
PAY_001822,ORD_001822,Cash,Successful,850.5
PAY_001823,ORD_001823,UPI,Successful,259.86
PAY_001824,ORD_001824,UPI,Successful,117.27
PAY_001825,ORD_001825,UPI,Failed,121.51
PAY_001826,ORD_001826,Cash,Successful,3530.4
PAY_001827,ORD_001827,UPI,Successful,215.09
PAY_001828,ORD_001828,Credit Card,Successful,1499.83
PAY_001829,ORD_001829,Debit Card,Successful,3251.87
PAY_001830,ORD_001830,UPI,Successful,951.0
PAY_001831,ORD_001831,UPI,Refunded,712.66
PAY_001832,ORD_001832,UPI,Successful,883.53
PAY_001833,ORD_001833,Debit Card,Successful,2149.33
PAY_001834,ORD_001834,UPI,Successful,1647.83
PAY_001835,ORD_001835,UPI,Successful,80.0
PAY_001836,ORD_001836,Debit Card,Successful,1117.89
PAY_001837,ORD_001837,Wallet,Successful,533.8
PAY_001838,ORD_001838,UPI,Successful,208.18
PAY_001839,ORD_001839,UPI,Successful,305.72
PAY_001840,ORD_001840,Debit Card,Successful,417.09
PAY_001841,ORD_001841,Debit Card,Successful,96.09
PAY_001842,ORD_001842,Debit Card,Successful,376.05
PAY_001843,ORD_001843,UPI,Successful,302.85
PAY_001844,ORD_001844,UPI,Successful,538.48
PAY_001845,ORD_001845,UPI,Successful,372.46
PAY_001846,ORD_001846,UPI,Successful,298.94
PAY_001847,ORD_001847,Credit Card,Successful,353.78
PAY_001848,ORD_001848,UPI,Successful,3736.52
PAY_001849,ORD_001849,UPI,Successful,362.75
PAY_001850,ORD_001850,Credit Card,Successful,105.5
PAY_001851,ORD_001851,Credit Card,Successful,162.33
PAY_001852,ORD_001852,UPI,Successful,342.43
PAY_001853,ORD_001853,UPI,Successful,196.78
PAY_001854,ORD_001854,UPI,Successful,244.36
PAY_001855,ORD_001855,UPI,Successful,1029.27
PAY_001856,ORD_001856,UPI,Successful,343.89
PAY_001857,ORD_001857,UPI,Successful,2763.11
PAY_001858,ORD_001858,UPI,Successful,399.98
PAY_001859,ORD_001859,UPI,Successful,499.21
PAY_001860,ORD_001860,UPI,Successful,460.23
PAY_001861,ORD_001861,UPI,Successful,1028.51
PAY_001862,ORD_001862,UPI,Successful,400.24
PAY_001863,ORD_001863,UPI,Successful,3407.32
PAY_001864,ORD_001864,Cash,Refunded,238.21
PAY_001865,ORD_001865,UPI,Successful,693.36
PAY_001866,ORD_001866,Debit Card,Successful,1364.34
PAY_001867,ORD_001867,UPI,Successful,463.46
PAY_001868,ORD_001868,Debit Card,Successful,208.23
PAY_001869,ORD_001869,UPI,Successful,320.06
PAY_001870,ORD_001870,Credit Card,Successful,217.52
PAY_001871,ORD_001871,Wallet,Successful,4885.6
PAY_001872,ORD_001872,Debit Card,Successful,1941.39
PAY_001873,ORD_001873,Credit Card,Successful,606.64
PAY_001874,ORD_001874,Debit Card,Successful,383.4
PAY_001875,ORD_001875,UPI,Refunded,471.32
PAY_001876,ORD_001876,UPI,Successful,1824.17
PAY_001877,ORD_001877,UPI,Successful,1114.71
PAY_001878,ORD_001878,Debit Card,Successful,456.68
PAY_001879,ORD_001879,Wallet,Successful,1733.57
PAY_001880,ORD_001880,UPI,Successful,496.3
PAY_001881,ORD_001881,Credit Card,Successful,893.98
PAY_001882,ORD_001882,Debit Card,Failed,496.57
PAY_001883,ORD_001883,UPI,Successful,160.67
PAY_001884,ORD_001884,UPI,Successful,239.84
PAY_001885,ORD_001885,Credit Card,Successful,502.32
PAY_001886,ORD_001886,UPI,Successful,4559.34
PAY_001887,ORD_001887,Debit Card,Successful,1105.15
PAY_001888,ORD_001888,UPI,Successful,463.92
PAY_001889,ORD_001889,UPI,Successful,473.79
PAY_001890,ORD_001890,UPI,Successful,1361.81
PAY_001891,ORD_001891,UPI,Successful,511.86
PAY_001892,ORD_001892,Wallet,Refunded,295.57
PAY_001893,ORD_001893,Cash,Successful,1177.24
PAY_001894,ORD_001894,UPI,Successful,484.52
PAY_001895,ORD_001895,UPI,Successful,558.4
PAY_001896,ORD_001896,UPI,Successful,742.58
PAY_001897,ORD_001897,UPI,Successful,1994.28
PAY_001898,ORD_001898,UPI,Successful,401.14
PAY_001899,ORD_001899,UPI,Successful,680.9
PAY_001900,ORD_001900,UPI,Successful,136.02
PAY_001901,ORD_001901,UPI,Successful,488.91
PAY_001902,ORD_001902,UPI,Successful,210.56
PAY_001903,ORD_001903,Debit Card,Successful,230.28
PAY_001904,ORD_001904,UPI,Successful,1827.35
PAY_001905,ORD_001905,Wallet,Successful,80.0
PAY_001906,ORD_001906,UPI,Successful,153.8
PAY_001907,ORD_001907,UPI,Successful,145.71
PAY_001908,ORD_001908,UPI,Successful,801.06
PAY_001909,ORD_001909,UPI,Failed,466.72
PAY_001910,ORD_001910,Credit Card,Successful,116.69
PAY_001911,ORD_001911,Debit Card,Successful,1154.88
PAY_001912,ORD_001912,Wallet,Successful,644.29
PAY_001913,ORD_001913,UPI,Failed,190.96
PAY_001914,ORD_001914,Debit Card,Successful,3282.43
PAY_001915,ORD_001915,UPI,Successful,188.86
PAY_001916,ORD_001916,UPI,Successful,427.57
PAY_001917,ORD_001917,UPI,Successful,684.4
PAY_001918,ORD_001918,Debit Card,Successful,618.77
PAY_001919,ORD_001919,UPI,Refunded,195.88
PAY_001920,ORD_001920,Wallet,Successful,965.76
PAY_001921,ORD_001921,Credit Card,Successful,897.62
PAY_001922,ORD_001922,UPI,Successful,521.45
PAY_001923,ORD_001923,Credit Card,Successful,1123.81
PAY_001924,ORD_001924,Credit Card,Successful,1578.09
PAY_001925,ORD_001925,Credit Card,Successful,653.0
PAY_001926,ORD_001926,Debit Card,Successful,270.06
PAY_001927,ORD_001927,Debit Card,Successful,703.33
PAY_001928,ORD_001928,UPI,Successful,2512.79
PAY_001929,ORD_001929,UPI,Successful,242.2
PAY_001930,ORD_001930,UPI,Successful,1869.32
PAY_001931,ORD_001931,UPI,Successful,80.0
PAY_001932,ORD_001932,Credit Card,Successful,335.83
PAY_001933,ORD_001933,Debit Card,Successful,342.8
PAY_001934,ORD_001934,UPI,Successful,98.77
PAY_001935,ORD_001935,UPI,Successful,388.26
PAY_001936,ORD_001936,Credit Card,Successful,489.81
PAY_001937,ORD_001937,UPI,Failed,565.9
PAY_001938,ORD_001938,UPI,Successful,185.54
PAY_001939,ORD_001939,UPI,Successful,232.46
PAY_001940,ORD_001940,Credit Card,Successful,399.13
PAY_001941,ORD_001941,UPI,Successful,290.97
PAY_001942,ORD_001942,Debit Card,Successful,1304.05
PAY_001943,ORD_001943,Debit Card,Successful,578.54
PAY_001944,ORD_001944,Wallet,Successful,244.69
PAY_001945,ORD_001945,UPI,Successful,942.45
PAY_001946,ORD_001946,UPI,Refunded,568.67
PAY_001947,ORD_001947,UPI,Successful,1077.76
PAY_001948,ORD_001948,Wallet,Successful,112.57
PAY_001949,ORD_001949,UPI,Successful,109.61
PAY_001950,ORD_001950,UPI,Successful,739.58
PAY_001951,ORD_001951,UPI,Successful,891.68
PAY_001952,ORD_001952,Wallet,Successful,134.31
PAY_001953,ORD_001953,Debit Card,Successful,1529.58
PAY_001954,ORD_001954,UPI,Successful,354.81
PAY_001955,ORD_001955,UPI,Successful,238.29
PAY_001956,ORD_001956,UPI,Successful,938.21
PAY_001957,ORD_001957,UPI,Successful,131.57
PAY_001958,ORD_001958,UPI,Successful,534.93
PAY_001959,ORD_001959,UPI,Successful,493.33
PAY_001960,ORD_001960,Debit Card,Successful,411.71
PAY_001961,ORD_001961,Cash,Successful,312.24
PAY_001962,ORD_001962,UPI,Successful,1030.66
PAY_001963,ORD_001963,UPI,Successful,1421.82
PAY_001964,ORD_001964,Wallet,Successful,109.5
PAY_001965,ORD_001965,UPI,Successful,555.93
PAY_001966,ORD_001966,UPI,Failed,2553.83
PAY_001967,ORD_001967,UPI,Successful,184.4
PAY_001968,ORD_001968,Credit Card,Failed,465.11
PAY_001969,ORD_001969,Credit Card,Refunded,201.29
PAY_001970,ORD_001970,UPI,Refunded,114.82
PAY_001971,ORD_001971,Credit Card,Successful,501.18
PAY_001972,ORD_001972,UPI,Successful,1164.38
PAY_001973,ORD_001973,Debit Card,Successful,578.52
PAY_001974,ORD_001974,UPI,Successful,214.7
PAY_001975,ORD_001975,UPI,Successful,541.74
PAY_001976,ORD_001976,Debit Card,Successful,552.73
PAY_001977,ORD_001977,Debit Card,Successful,290.32
PAY_001978,ORD_001978,UPI,Successful,432.35
PAY_001979,ORD_001979,UPI,Successful,112.59
PAY_001980,ORD_001980,UPI,Successful,385.4
PAY_001981,ORD_001981,UPI,Successful,1003.23
PAY_001982,ORD_001982,UPI,Successful,372.21
PAY_001983,ORD_001983,Credit Card,Refunded,1055.14
PAY_001984,ORD_001984,Wallet,Successful,2098.06
PAY_001985,ORD_001985,Wallet,Successful,270.65
PAY_001986,ORD_001986,Debit Card,Successful,149.58
PAY_001987,ORD_001987,UPI,Successful,80.0
PAY_001988,ORD_001988,UPI,Successful,202.99
PAY_001989,ORD_001989,Credit Card,Successful,80.0
PAY_001990,ORD_001990,UPI,Failed,171.26
PAY_001991,ORD_001991,UPI,Successful,343.39
PAY_001992,ORD_001992,UPI,Successful,211.87
PAY_001993,ORD_001993,UPI,Successful,173.81
PAY_001994,ORD_001994,UPI,Successful,489.52
PAY_001995,ORD_001995,UPI,Successful,81.15
PAY_001996,ORD_001996,Debit Card,Successful,253.8
PAY_001997,ORD_001997,Credit Card,Successful,2131.41
PAY_001998,ORD_001998,UPI,Successful,2468.7
PAY_001999,ORD_001999,Debit Card,Successful,379.08
PAY_002000,ORD_002000,UPI,Refunded,1658.67
PAY_002001,ORD_002001,UPI,Successful,80.0
PAY_002002,ORD_002002,UPI,Successful,663.09
PAY_002003,ORD_002003,UPI,Successful,284.17
PAY_002004,ORD_002004,Credit Card,Successful,1475.07
PAY_002005,ORD_002005,UPI,Successful,1670.44
PAY_002006,ORD_002006,Cash,Successful,108.76
PAY_002007,ORD_002007,Credit Card,Successful,779.21
PAY_002008,ORD_002008,Credit Card,Successful,355.18
PAY_002009,ORD_002009,Credit Card,Successful,873.27
PAY_002010,ORD_002010,UPI,Successful,80.0
PAY_002011,ORD_002011,Wallet,Successful,1919.42
PAY_002012,ORD_002012,UPI,Successful,296.44
PAY_002013,ORD_002013,UPI,Successful,655.45
PAY_002014,ORD_002014,UPI,Successful,605.1
PAY_002015,ORD_002015,Debit Card,Failed,820.83
PAY_002016,ORD_002016,Credit Card,Successful,418.63
PAY_002017,ORD_002017,UPI,Successful,152.27
PAY_002018,ORD_002018,UPI,Successful,3545.27
PAY_002019,ORD_002019,Credit Card,Successful,110.69
PAY_002020,ORD_002020,UPI,Successful,2954.27
PAY_002021,ORD_002021,Cash,Successful,369.22
PAY_002022,ORD_002022,UPI,Refunded,456.7
